timestamp,angle,speed
1570401127076147079,1.2915582656860352,0.10630824416875839
1570401127183202981,0.0,0.09534239023923874
1570401127230982065,0.0,0.09534239023923874
1570401127388304948,0.0,0.0927673876285553
1570401127455087900,-0.43601974844932556,0.1037280410528183
1570401127588196039,-0.7072953581809998,0.10824339836835861
1570401127652153968,-0.03676849976181984,0.1146887019276619
1570401127783152103,0.0,0.11662384867668152
1570401127884171009,1.3800101280212402,0.11855900287628174
1570401127982928991,1.4350367784500122,0.11855900287628174
1570401128031203031,1.4474414587020874,0.11855900287628174
1570401128187884092,1.4789817333221436,0.11855900287628174
1570401128214876890,1.488034725189209,0.11597879976034164
1570401128388083934,1.4379563331604004,0.11597879976034164
1570401128487303972,1.3343170881271362,0.11597879976034164
1570401128575257062,1.275894284248352,0.11597879976034164
1570401128687412977,0.6842039227485657,0.11597879976034164
1570401128787798881,0.6842039227485657,0.11597879976034164
1570401128888040065,0.6842039227485657,0.11597879976034164
1570401128989550113,1.4362636804580688,0.11597879976034164
1570401129039033889,1.4707297086715698,0.11597879976034164
1570401129139224052,1.4707297086715698,0.11597879976034164
1570401129284225940,1.484646201133728,0.11597879976034164
1570401129372087955,1.494623064994812,0.11597879976034164
1570401129472357988,1.494623064994812,0.11597879976034164
1570401129583211898,1.48172926902771,0.11597879976034164
1570401129687120914,1.4487025737762451,0.11597879976034164
1570401129791661977,0.5693618059158325,0.1134037971496582
1570401129800755977,0.24526529014110565,0.1134037971496582
1570401129899468898,0.24526529014110565,0.1134037971496582
1570401129999569892,0.24526529014110565,0.1134037971496582
1570401130102170944,0.24526529014110565,0.1134037971496582
1570401130287128925,1.2258363962173462,0.1134037971496582
1570401130387336969,1.2258363962173462,0.1134037971496582
1570401130487585067,1.2258363962173462,0.1134037971496582
1570401130591397047,1.3106311559677124,0.1134037971496582
1570401130680099010,1.4534509181976318,0.11533374339342117
1570401130780303001,1.4534509181976318,0.11533374339342117
1570401130815856933,1.4572632312774658,0.11533374339342117
1570401130935559988,1.4749200344085693,0.11533374339342117
1570401131087446928,1.4547497034072876,0.11533374339342117
1570401131191253900,1.3455580472946167,0.11533374339342117
1570401131279490947,1.2997007369995117,0.11533374339342117
1570401131367296934,1.2692123651504517,0.11533374339342117
1570401131486449003,0.6869372129440308,0.11533374339342117
1570401131503257989,0.41260936856269836,0.11533374339342117
1570401131603492021,0.41260936856269836,0.11533374339342117
1570401131703963994,0.41260936856269836,0.11533374339342117
1570401131884258031,1.3779850006103516,0.11984910070896149
