timestamp,width,height,frame_id,filename
1570401127020248889,640,480,openmv_cam,center/1570401127020248889.jpg
1570401127052943944,640,480,openmv_cam,center/1570401127052943944.jpg
1570401127086931943,640,480,openmv_cam,center/1570401127086931943.jpg
1570401127120609045,640,480,openmv_cam,center/1570401127120609045.jpg
1570401127155607938,640,480,openmv_cam,center/1570401127155607938.jpg
1570401127187973976,640,480,openmv_cam,center/1570401127187973976.jpg
1570401127221823930,640,480,openmv_cam,center/1570401127221823930.jpg
1570401127255598068,640,480,openmv_cam,center/1570401127255598068.jpg
1570401127289350986,640,480,openmv_cam,center/1570401127289350986.jpg
1570401127323043107,640,480,openmv_cam,center/1570401127323043107.jpg
1570401127359025955,640,480,openmv_cam,center/1570401127359025955.jpg
1570401127391465902,640,480,openmv_cam,center/1570401127391465902.jpg
1570401127425427913,640,480,openmv_cam,center/1570401127425427913.jpg
1570401127458981990,640,480,openmv_cam,center/1570401127458981990.jpg
1570401127493099927,640,480,openmv_cam,center/1570401127493099927.jpg
1570401127526546955,640,480,openmv_cam,center/1570401127526546955.jpg
1570401127560988903,640,480,openmv_cam,center/1570401127560988903.jpg
1570401127594705104,640,480,openmv_cam,center/1570401127594705104.jpg
1570401127628768920,640,480,openmv_cam,center/1570401127628768920.jpg
1570401127663115024,640,480,openmv_cam,center/1570401127663115024.jpg
1570401127696371078,640,480,openmv_cam,center/1570401127696371078.jpg
1570401127730952978,640,480,openmv_cam,center/1570401127730952978.jpg
1570401127765302896,640,480,openmv_cam,center/1570401127765302896.jpg
1570401127798094034,640,480,openmv_cam,center/1570401127798094034.jpg
1570401127830913066,640,480,openmv_cam,center/1570401127830913066.jpg
1570401127865957975,640,480,openmv_cam,center/1570401127865957975.jpg
1570401127898993968,640,480,openmv_cam,center/1570401127898993968.jpg
1570401127934798002,640,480,openmv_cam,center/1570401127934798002.jpg
1570401127968674898,640,480,openmv_cam,center/1570401127968674898.jpg
1570401128002177953,640,480,openmv_cam,center/1570401128002177953.jpg
1570401128036000013,640,480,openmv_cam,center/1570401128036000013.jpg
1570401128069958925,640,480,openmv_cam,center/1570401128069958925.jpg
1570401128103286981,640,480,openmv_cam,center/1570401128103286981.jpg
1570401128137451887,640,480,openmv_cam,center/1570401128137451887.jpg
1570401128171217918,640,480,openmv_cam,center/1570401128171217918.jpg
1570401128204603910,640,480,openmv_cam,center/1570401128204603910.jpg
1570401128238462924,640,480,openmv_cam,center/1570401128238462924.jpg
1570401128272337913,640,480,openmv_cam,center/1570401128272337913.jpg
1570401128306608915,640,480,openmv_cam,center/1570401128306608915.jpg
1570401128341135025,640,480,openmv_cam,center/1570401128341135025.jpg
1570401128380198001,640,480,openmv_cam,center/1570401128380198001.jpg
1570401128410041093,640,480,openmv_cam,center/1570401128410041093.jpg
1570401128443623065,640,480,openmv_cam,center/1570401128443623065.jpg
1570401128477885961,640,480,openmv_cam,center/1570401128477885961.jpg
1570401128511470079,640,480,openmv_cam,center/1570401128511470079.jpg
1570401128545038938,640,480,openmv_cam,center/1570401128545038938.jpg
1570401128579497098,640,480,openmv_cam,center/1570401128579497098.jpg
1570401128612659931,640,480,openmv_cam,center/1570401128612659931.jpg
1570401128646672010,640,480,openmv_cam,center/1570401128646672010.jpg
1570401128680206060,640,480,openmv_cam,center/1570401128680206060.jpg
1570401128713902950,640,480,openmv_cam,center/1570401128713902950.jpg
1570401128747123003,640,480,openmv_cam,center/1570401128747123003.jpg
1570401128781580924,640,480,openmv_cam,center/1570401128781580924.jpg
1570401128815443038,640,480,openmv_cam,center/1570401128815443038.jpg
1570401128848371028,640,480,openmv_cam,center/1570401128848371028.jpg
1570401128882858991,640,480,openmv_cam,center/1570401128882858991.jpg
1570401128916496992,640,480,openmv_cam,center/1570401128916496992.jpg
1570401128950284957,640,480,openmv_cam,center/1570401128950284957.jpg
1570401128984597921,640,480,openmv_cam,center/1570401128984597921.jpg
1570401129017884016,640,480,openmv_cam,center/1570401129017884016.jpg
1570401129051507949,640,480,openmv_cam,center/1570401129051507949.jpg
1570401129085474014,640,480,openmv_cam,center/1570401129085474014.jpg
1570401129119729042,640,480,openmv_cam,center/1570401129119729042.jpg
1570401129152877092,640,480,openmv_cam,center/1570401129152877092.jpg
1570401129187043905,640,480,openmv_cam,center/1570401129187043905.jpg
1570401129220593929,640,480,openmv_cam,center/1570401129220593929.jpg
1570401129255770921,640,480,openmv_cam,center/1570401129255770921.jpg
1570401129288567066,640,480,openmv_cam,center/1570401129288567066.jpg
1570401129321630001,640,480,openmv_cam,center/1570401129321630001.jpg
1570401129356533050,640,480,openmv_cam,center/1570401129356533050.jpg
1570401129390319108,640,480,openmv_cam,center/1570401129390319108.jpg
1570401129423743963,640,480,openmv_cam,center/1570401129423743963.jpg
1570401129457614898,640,480,openmv_cam,center/1570401129457614898.jpg
1570401129491343021,640,480,openmv_cam,center/1570401129491343021.jpg
1570401129524934053,640,480,openmv_cam,center/1570401129524934053.jpg
1570401129558732986,640,480,openmv_cam,center/1570401129558732986.jpg
1570401129592844963,640,480,openmv_cam,center/1570401129592844963.jpg
1570401129626686096,640,480,openmv_cam,center/1570401129626686096.jpg
1570401129660295009,640,480,openmv_cam,center/1570401129660295009.jpg
1570401129695280075,640,480,openmv_cam,center/1570401129695280075.jpg
1570401129728806972,640,480,openmv_cam,center/1570401129728806972.jpg
1570401129762636899,640,480,openmv_cam,center/1570401129762636899.jpg
1570401129796782016,640,480,openmv_cam,center/1570401129796782016.jpg
1570401129829967975,640,480,openmv_cam,center/1570401129829967975.jpg
1570401129863591909,640,480,openmv_cam,center/1570401129863591909.jpg
1570401129897067070,640,480,openmv_cam,center/1570401129897067070.jpg
1570401129930980920,640,480,openmv_cam,center/1570401129930980920.jpg
1570401129964695930,640,480,openmv_cam,center/1570401129964695930.jpg
1570401129998888015,640,480,openmv_cam,center/1570401129998888015.jpg
1570401130032269001,640,480,openmv_cam,center/1570401130032269001.jpg
1570401130066169023,640,480,openmv_cam,center/1570401130066169023.jpg
1570401130100222110,640,480,openmv_cam,center/1570401130100222110.jpg
1570401130133888006,640,480,openmv_cam,center/1570401130133888006.jpg
1570401130167488098,640,480,openmv_cam,center/1570401130167488098.jpg
1570401130201690912,640,480,openmv_cam,center/1570401130201690912.jpg
1570401130235008001,640,480,openmv_cam,center/1570401130235008001.jpg
1570401130269453048,640,480,openmv_cam,center/1570401130269453048.jpg
1570401130302580118,640,480,openmv_cam,center/1570401130302580118.jpg
